topic_id,df,label
трачу,2,трачу
трампа,2,трампа
давидом,2,давидом
трапезда,2,трапезда
давеча,2,давеча
актеров,2,актеров
пищу,2,пищу
трапезе,2,трапезе
трапезы,2,трапезы
актеры,2,актеры
пояс,2,пояс
тратишь,2,тратишь
поехала,2,поехала
даа,2,даа
оплата,2,оплата
полицию,2,полицию
активнее,2,активнее
описаны,2,описаны
актера,2,актера
актер,2,актер
трансгендеров,2,трансгендеров
парочке,2,парочке
шляпу,2,шляпу
транквилизаторы,2,транквилизаторы
даин,2,даин
трансгендерами,2,трансгендерами
плавал,2,плавал
пояснил,2,пояснил
давишь,2,давишь
дагестане,2,дагестане
операцию,2,операцию
транспорт,2,транспорт
давности,2,давности
опечатался,2,опечатался
описание,2,описание
третьего,2,третьего
парку,2,парку
третья,2,третья
писька,2,писька
шиз,2,шиз
тупанул,2,тупанул
городе,2,городе
пожилым,2,пожилым
тупиковая,2,тупиковая
веном,2,веном
тупит,2,тупит
бланк,2,бланк
похожи,2,похожи
туплю,2,туплю
горизонт,2,горизонт
походы,2,походы
тупят,2,тупят
турецкие,2,турецкие
турецких,2,турецких
америка,2,америка
шизик,2,шизик
гороха,2,гороха
альфонс,2,альфонс
похуях,2,похуях
орхам,2,орхам
альтушки,2,альтушки
туалеты,2,туалеты
горящим,2,горящим
альфа,2,альфа
похудеть,2,похудеть
амбиент,2,амбиент
шикарная,2,шикарная
похудел,2,похудел
горю,2,горю
горшочках,2,горшочках
целую,2,целую
пожилое,2,пожилое
американском,2,американском
американцев,2,американцев
великие,2,великие
пожить,2,пожить
голые,2,голые
тухляк,2,тухляк
голубь,2,голубь
шестеренки,2,шестеренки
голубей,2,голубей
голосовые,2,голосовые
шерсть,2,шерсть
писателей,2,писателей
